gene_ID,genes,MLS0036,MLS0037,MLS0038,MLS0039,MLS0040,MLS0041,MLS0042,MLS0043,MLS0044,MLS0045,MLS0046,MLS0047,MLS0048,MLS0049
ENSMUSG00000113206.1,Gm3742,0,0,0,0,0,0,0,69.258888,0,0,0,0,0,0
ENSMUSG00000110291.1,Gm37419,0,0,0,0,0,0,0,0,139.343148,0,0,0,0,0
ENSMUSG00000103860.1,Gm37418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103863.2,Gm37417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103865.1,Gm37416,0,0,0,0,0,0,0,0,0,0,21.810159,48.494935,0,0
ENSMUSG00000103864.1,Gm37415,0,0,0,0,0,0,0,46.903171,0,0,0,7.507979,0,0
ENSMUSG00000103492.1,Gm37412,0,0,0,0,0,0,0,0,0,0,0,0,1.509641,0
ENSMUSG00000103493.1,Gm37411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103494.1,Gm37410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103495.1,Gm37409,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103497.1,Gm37407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103328.1,Gm37406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103322.1,Gm37404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103320.1,Gm37403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103324.1,Gm37402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104208.1,Gm37401,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104209.1,Gm37400,0,0,0,35.327625,0,0,0,0,4.406413,0,0,0,0,0
ENSMUSG00000104200.1,Gm37399,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104203.1,Gm37398,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104204.1,Gm37397,0,105.191296,0,0,28.70726,0,0,0,0,0,0.610101,0,0,0
ENSMUSG00000104205.1,Gm37396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104207.1,Gm37395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103129.1,Gm37393,0,0,0,0,0,0,0,0,0,0,0,0,0,5.295582
ENSMUSG00000103120.1,Gm37392,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103122.1,Gm37391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103123.1,Gm37390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091472.2,Gm3739,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103124.1,Gm37389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103125.1,Gm37388,0,0,0,0,0,0,0,0,0,0,0,0,15.205495,0
ENSMUSG00000103127.1,Gm37386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102839.1,Gm37385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102837.1,Gm37383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102831.1,Gm37382,0,0,0,0,0,0,0,60.362853,0,0,0,0,4.087191,0
ENSMUSG00000102343.1,Gm37381,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102342.1,Gm37380,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102346.5,Gm37378,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102345.1,Gm37377,0,0,0,0,0,0,0,0,0,0,0,50.728255,0,0
ENSMUSG00000102349.1,Gm37376,0,0,112.03337,0,0,0,0,0,0,0,0,34.042802,0,0
ENSMUSG00000102683.1,Gm37375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102684.1,Gm37374,0,0,0,0,0,0,0,0,0,0,1.896017,0,0,0
ENSMUSG00000102685.1,Gm37373,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102501.1,Gm37372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102500.1,Gm37371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102503.1,Gm37370,0,0,0,0,0,0,0,68.325613,11.266042,0,0,21.874311,0,0
ENSMUSG00000102506.1,Gm37369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102509.1,Gm37368,0,0,0,0,0,0,0,0,0,0,0,0,2.030871,0
ENSMUSG00000102508.1,Gm37367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104010.1,Gm37366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104013.1,Gm37365,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104012.1,Gm37364,0,0,0,0,20.812763,0,0,0,0,0,0,3.934028,1.664071,0
ENSMUSG00000104017.1,Gm37363,0,0,0,57.033626,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104016.1,Gm37362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103628.1,Gm37361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103620.1,Gm37359,0,0,0,0,155.106526,0,0,183.154209,0,0,13.185609,0,12.40144,0
ENSMUSG00000103626.1,Gm37358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103625.1,Gm37357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103599.1,Gm37356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103595.1,Gm37355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103596.1,Gm37354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103590.1,Gm37353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103593.1,Gm37352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102979.1,Gm37350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102970.1,Gm37349,0,0,0,0,130.746847,0,0,0,0,0,0,24.713765,0,0
ENSMUSG00000102972.1,Gm37348,0,0,0,0,0,0,0,0,0,0,0.969205,0,3.646259,0
ENSMUSG00000102975.1,Gm37347,0,0,0,0,0,0,0,31.3706,0,0,0,0,2.124115,0
ENSMUSG00000102977.5,Gm37346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103947.1,Gm37345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103943.5,Gm37344,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102734.1,Gm37343,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102732.1,Gm37342,0,0,0,0,0,0,0,0,0,0,0.349226,0,0,0
ENSMUSG00000103410.1,Gm37341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103412.1,Gm37340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000117780.1,Gm3734,0,0,20.936929,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103415.1,Gm37339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103416.1,Gm37338,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103555.1,Gm37337,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104520.1,Gm37336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104523.1,Gm37335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104525.1,Gm37334,0,0,0,0,0,0,0,0,0,0,0.590166,0,0,0
ENSMUSG00000104524.1,Gm37333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104527.1,Gm37332,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103209.1,Gm37331,0,0,0,37.735137,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103208.1,Gm37330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103201.1,Gm37329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103200.1,Gm37328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103203.1,Gm37327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103202.1,Gm37326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102421.1,Gm37325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104329.1,Gm37324,0,0,0,0,0,0,0,0,0,0,0,0,0,4.550156
ENSMUSG00000104328.1,Gm37323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104327.1,Gm37322,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104325.1,Gm37321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104324.1,Gm37320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104323.1,Gm37319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104321.1,Gm37318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104091.1,Gm37317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104095.1,Gm37315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104094.1,Gm37314,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104097.1,Gm37313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104099.1,Gm37312,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103049.1,Gm37311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103047.1,Gm37310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103046.1,Gm37309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103045.1,Gm37308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103044.1,Gm37307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103043.1,Gm37306,103.447705,0,0,103.289609,66.168721,0,26.921264,156.267824,38.649924,48.830755,2.812502,12.50721,10.580952,0
ENSMUSG00000103041.1,Gm37305,0,0,0,0,0,0,0,0,3.712344,7.035326,1.21564,0,1.524458,0
ENSMUSG00000103133.1,Gm37303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102227.1,Gm37302,0,0,0,0,0,0,0,0,0,0,0.578355,5.143892,0,0
ENSMUSG00000102221.1,Gm37301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102223.1,Gm37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102229.1,Gm37299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104118.1,Gm37298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104114.1,Gm37297,0,0,0,0,0,0,0,0,6.663221,0,0,0,0,0
ENSMUSG00000104116.1,Gm37296,0,0,17.368623,0,0,0,0,0,5.436386,0,0,0,0,0
ENSMUSG00000104110.1,Gm37295,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104111.1,Gm37294,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104112.1,Gm37293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104113.1,Gm37292,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103704.1,Gm37291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103702.1,Gm37290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102630.1,Gm37289,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103759.1,Gm37288,0,0,0,0,0,0,0,0,0,0,15.57402,0,0,0
ENSMUSG00000103758.1,Gm37287,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103757.1,Gm37286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103756.1,Gm37285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103754.1,Gm37284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103751.1,Gm37283,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102889.1,Gm37282,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102884.1,Gm37281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102885.1,Gm37280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118150.1,Gm3728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102883.1,Gm37279,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103281.1,Gm37278,44.411915,208.185002,0,0,170.444358,0,0,67.088519,0,0,3.62237,16.108694,0,0
ENSMUSG00000103280.1,Gm37277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103282.1,Gm37275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103285.1,Gm37274,0,0,0,0,0,53.711295,0,0,0,0,0,0,0,0
ENSMUSG00000103288.1,Gm37273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102790.1,Gm37272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103955.1,Gm37270,0,0,0,0,0,0,0,0,0,91.224728,0,0,0,0
ENSMUSG00000096183.7,Gm3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103951.1,Gm37269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103952.1,Gm37268,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102608.1,Gm37267,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102600.1,Gm37266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102607.1,Gm37265,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102605.1,Gm37264,0,0,0,0,37.219905,0,0,0,0,0,0,0,0,0
ENSMUSG00000103524.1,Gm37263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103525.1,Gm37262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103527.1,Gm37261,115.850155,0,0,0,0,0,30.148882,0,0,54.685123,0,28.013423,0,18.613899
ENSMUSG00000102702.1,Gm37260,0,0,40.568438,0,0,0,26.533908,0,0,0,0,0,0,0
ENSMUSG00000107520.1,Gm3726,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104172.1,Gm37259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102760.1,Gm37258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102763.1,Gm37257,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104448.1,Gm37256,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104449.1,Gm37255,0,0,0,0,26.662102,0,0,0,0,0,0,0,0,0
ENSMUSG00000104394.2,Gm37254,0,0,0,0,0,0,0,0,0,7.717037,0.888955,3.953189,1.672176,26.267499
ENSMUSG00000104192.1,Gm37253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103474.1,Gm37252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103854.1,Gm37250,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103857.1,Gm37249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103216.1,Gm37248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103466.1,Gm37247,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102475.1,Gm37246,0,0,0,0,0,0,0,0,0,0,0,0,7.812164,0
ENSMUSG00000102476.1,Gm37245,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102470.1,Gm37244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102473.1,Gm37243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103630.1,Gm37242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102575.1,Gm37241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102805.5,Gm37240,0,0,0,0,0,0,11.395097,0,10.906364,10.334418,6.54754,5.293989,4.478652,0
ENSMUSG00000106133.1,Gm3724,0,0,145.418672,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103374.1,Gm37239,0,0,0,0,0,0,0,0,0,0,12.297217,0,0,0
ENSMUSG00000103373.1,Gm37238,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103372.1,Gm37237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102338.1,Gm37236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102333.1,Gm37235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102330.1,Gm37234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102336.1,Gm37233,40.731605,0,0,0,0,14.42478,0,15.382263,10.145374,0,0.830548,4.924601,0,13.088873
ENSMUSG00000102337.1,Gm37232,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102335.5,Gm37231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102538.1,Gm37230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102539.1,Gm37229,174.250028,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102530.1,Gm37228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102532.1,Gm37227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102533.1,Gm37226,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29613
ENSMUSG00000102534.1,Gm37225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102537.1,Gm37224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102682.5,Gm37223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102680.1,Gm37222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102681.1,Gm37221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102686.1,Gm37220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102687.1,Gm37219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102688.1,Gm37218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102689.1,Gm37217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102951.1,Gm37216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104020.1,Gm37215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104022.1,Gm37214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104023.1,Gm37213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104026.1,Gm37212,0,0,0,0,0,0,0,0,0,0,0.475043,0,0,0
ENSMUSG00000104027.1,Gm37211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104029.1,Gm37210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103652.1,Gm37209,0,0,0,0,0,0,0,0,0,23.592602,0,0,0,0
ENSMUSG00000103650.1,Gm37207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103651.1,Gm37206,0,0,0,0,0,0,0,0,0,0,1.694924,0,0,0
ENSMUSG00000103656.1,Gm37205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103657.1,Gm37204,0,0,0,0,0,0,8.380187,0,0,0,0,0,0,0
ENSMUSG00000103654.1,Gm37203,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103655.1,Gm37202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103658.1,Gm37201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103062.1,Gm37200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000118116.1,Gm3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104068.1,Gm37199,0,0,0,0,0,0,0,23.699659,0,0,0,0,0,0
ENSMUSG00000104069.1,Gm37198,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104065.1,Gm37197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104067.1,Gm37196,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103611.1,Gm37195,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102189.1,Gm37194,0,0,66.976069,0,161.503199,89.418407,87.611795,0,73.372373,59.592531,13.72939,71.230436,15.065028,40.568597
ENSMUSG00000102188.1,Gm37193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102184.1,Gm37192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102186.1,Gm37191,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102181.1,Gm37190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102180.1,Gm37189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102182.1,Gm37187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103937.1,Gm37186,0,0,0,0,0,0,0,0,5.552296,0,0.606049,0,0,0
ENSMUSG00000102769.1,Gm37185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102761.1,Gm37184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102764.1,Gm37183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103375.1,Gm37181,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103377.1,Gm37180,45.246903,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103376.1,Gm37179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103370.1,Gm37178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103379.1,Gm37177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103378.1,Gm37176,0,0,0,0,0,0,0,0,0,0,0.42802,3.806811,0,0
ENSMUSG00000104258.1,Gm37175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104253.1,Gm37174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104256.2,Gm37173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104255.1,Gm37172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103179.1,Gm37171,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103170.1,Gm37170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103175.1,Gm37169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103174.1,Gm37168,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102467.1,Gm37167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102461.1,Gm37166,0,0,0,0,32.977378,0,13.417105,0,6.420824,24.336427,0,0,0,0
ENSMUSG00000104512.1,Gm37165,0,0,0,0,0,61.751468,0,0,0,0,0,0,0,14.008136
ENSMUSG00000104514.1,Gm37164,0,0,0,0,0,0,0,0,74.812177,47.259278,43.551839,48.418805,81.923481,0
ENSMUSG00000104515.1,Gm37163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104518.1,Gm37162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104519.1,Gm37161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103232.1,Gm37160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000105402.4,Gm3716,0,0,0,0,0,0,21.818059,0,0,0,0,0,0,13.473961
ENSMUSG00000103233.1,Gm37159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103234.1,Gm37158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103236.1,Gm37157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103239.1,Gm37155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102929.1,Gm37154,0,0,0,0,0,0,0,0,0,0,1.344114,0,0,0
ENSMUSG00000102921.1,Gm37153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102927.1,Gm37152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102926.1,Gm37151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102925.1,Gm37150,0,0,0,0,0,0,0,0,5.768017,0,0,0,0,0
ENSMUSG00000072731.6,Gm3715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103172.1,Gm37148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103176.1,Gm37147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102279.1,Gm37146,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102278.1,Gm37145,0,0,0,0,0,0,0,0,0,0,0,0,2.366893,0
ENSMUSG00000102275.1,Gm37144,0,0,0,0,0,0,0,0,0,0,0,13.409904,0,0
ENSMUSG00000102871.1,Gm37143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104147.1,Gm37142,0,0,0,0,0,0,0,30.977207,0,0,0,0,0,0
ENSMUSG00000104142.1,Gm37141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104140.1,Gm37140,0,0,0,0,0,0,0,0,9.432968,0,0,0,0,0
ENSMUSG00000102875.1,Gm37139,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104149.1,Gm37138,0,0,0,0,0,0,0,0,0,0,0,0,0,9.810389
ENSMUSG00000102874.1,Gm37137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102876.1,Gm37136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102879.1,Gm37135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103449.1,Gm37134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103448.1,Gm37133,0,0,0,0,0,0,0,0,0,0,0.902137,0,0,0
ENSMUSG00000103443.1,Gm37132,0,0,22.676996,0,0,0,0,0,0,0,0.774758,0,0,0
ENSMUSG00000103440.1,Gm37131,0,0,0,0,0,0,0,0,0,0,0,0,0,13.128702
ENSMUSG00000103681.5,Gm37130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
